age,dc_key,dispatch_date_time,geometry,hispanic,location_block,neighborhood,police_district,race,sex,time_offset,weapon,year,zip_code
26,201835109550,2018-12-30 21:00:00+00:00,POINT (2704073.09179473 268608.071022134),0,100 BLOCK WIDENER ST,Olney,35.0,Black,Male,410130000.0,firearm,2018,19120.0
40,201815115762,2018-12-29 23:00:00+00:00,POINT (2718743.221626258 265304.526845683),0,2100 BLOCK LARDNER ST,Mayfair,15.0,White,Male,410050800.0,knife,2018,19149.0
25,201815115971,2018-12-29 18:00:00+00:00,POINT (2714424.617601689 256751.803263876),0,2000 BLOCK WOMRATH STR,Frankford,15.0,Black,Male,410032800.0,firearm,2018,19124.0
28,201822103803,2018-12-28 01:00:00+00:00,POINT (2693178.283887419 249037.8621782725),0,2200 BLOCK N GRATZ ST,Stanton,22.0,Black,Male,409885200.0,firearm,2018,19132.0
22,201822103800,2018-12-28 01:00:00+00:00,POINT (2693178.283887419 249037.8621782725),0,2200 BLOCK N GRATZ ST,Stanton,22.0,Black,Male,409885200.0,firearm,2018,19132.0
29,201814107307,2018-12-22 22:00:00+00:00,POINT (2694908.758272045 275796.894490172),0,2100 BLOCK MIDDLETON ST,West Oak Lane,14.0,Black,Male,409442400.0,firearm,2018,19138.0
40,201825014004,2018-12-22 19:00:00+00:00,POINT (2697125.917503921 257970.7293759543),1,1300 BLOCK W PIKE ST,Hunting Park,25.0,White,Male,409431600.0,hands,2018,19140.0
17,201826054474,2018-12-22 15:00:00+00:00,POINT (2697146.758431081 248114.2860171965),0,2100 BLOCK N 10TH ST,Hartranft,26.0,Black,Male,409417200.0,firearm,2018,19122.0
35,201826054468,2018-12-22 14:00:00+00:00,POINT (2697146.758431081 248114.2860171965),0,2100 BLOCK N 10TH ST,Hartranft,26.0,Black,Female,409413600.0,firearm,2018,19122.0
31,201825099587,2018-12-22 02:00:00+00:00,POINT (2701502.554120507 253397.8412899002),0,3200 BLOCK N 02ND ST,Upper Kensington,25.0,Black,Male,409370400.0,firearm,2018,19140.0
27,201818080750,2018-12-22 02:00:00+00:00,POINT (2670769.272342216 239114.8678098219),0,6100 BLOCK MARKET,Cobbs Creek,18.0,Black,Male,409370400.0,firearm,2018,19139.0
35,201839091076,2018-12-21 23:00:00+00:00,POINT (2695213.372761857 254822.3525814203),1,1500 BLOCK W WESTMORELAND ST,Tioga,39.0,White,Male,409359600.0,firearm,2018,19132.0
24,201826054217,2018-12-20 19:00:00+00:00,POINT (2697892.737125676 245921.167389157),0,700 BLOCK W MONTGOMERY AVE,Hartranft,26.0,Black,Male,409258800.0,firearm,2018,19122.0
19,201824111608,2018-12-20 10:00:00+00:00,POINT (2707084.035934152 251857.3119931812),0,3100 BLOCK JASPER ST,Richmond,24.0,Black,Male,409226400.0,firearm,2018,19134.0
26,201822101938,2018-12-20 06:00:00+00:00,POINT (2691316.850130505 250789.0459736808),0,2200 BLOCK W HUNTINGDON ST,Strawberry Mansion,22.0,Black,Male,409212000.0,firearm,2018,19132.0
53,201824111565,2018-12-20 05:00:00+00:00,POINT (2709462.970168892 253581.864541862),0,3500 BLOCK JASPER ST,Harrowgate,24.0,White,Male,409208400.0,knife,2018,19134.0
61,201825058902,2018-12-19 21:00:00+00:00,POINT (2698231.401405226 252718.2031827476),0,3000 BLOCK N 09TH ST,Hartranft,25.0,Black,Male,409179600.0,hammer,2018,19133.0
43,201839090199,2018-12-19 02:00:00+00:00,POINT (2690763.588328114 254342.3101710602),0,3100 BLOCK N STILLMAN ST,Allegheny West,39.0,Black,Male,409111200.0,knife,2018,19132.0
43,201839089359,2018-12-16 20:00:00+00:00,POINT (2694357.399912042 258712.9506735805),0,3900 BLOCK PULASKI AVE,Nicetown,39.0,Black,Male,408916800.0,firearm,2018,19140.0
23,201825098030,2018-12-16 01:00:00+00:00,POINT (2701198.001279928 261991.2249394967),1,4700 BLOCK N 05TH ST,Feltonville,25.0,White,Male,408848400.0,firearm,2018,19120.0
16,201835105565,2018-12-15 19:00:00+00:00,POINT (2701248.027816294 262579.7465375866),0,4800 BLOCK N 05TH ST,Olney,35.0,Black,Male,408826800.0,firearm,2018,19120.0
25,201815111491,2018-12-15 19:00:00+00:00,POINT (2726555.641304327 264045.9930756098),0,6900 BLOCK TORRESDALE AVE,Tacony,15.0,Black,Male,408826800.0,firearm,2018,19135.0
24,201839089212,2018-12-15 01:00:00+00:00,POINT (2691771.3387878 262541.9583050248),0,4900 BLOCK WAYNE AVE,Southwest Germantown,39.0,Black,Male,408762000.0,firearm,2018,19144.0
28,201835105216,2018-12-14 19:00:00+00:00,POINT (2697005.996058939 261479.8470383149),0,4500 BLOCK N BROAD ST,Logan,35.0,Black,Male,408740400.0,firearm,2018,19140.0
24,201835105366,2018-12-14 04:00:00+00:00,POINT (2695163.800050806 272090.8852467555),0,6300 BLOCK N WOODSTOCK ST,Ogontz,35.0,Black,Female,408686400.0,firearm,2018,19138.0
36,201825096712,2018-12-11 03:00:00+00:00,POINT (2702400.167605961 251532.120788939),1,100 BLOCK W CAMBRIA ST,McGuire,25.0,White,Female,408423600.0,knife,2018,19133.0
25,201839087603,2018-12-10 19:00:00+00:00,POINT (2691788.561686218 262567.243283297),0,4900 BLOCK WAYNE AVE,Southwest Germantown,39.0,Black,Male,408394800.0,firearm,2018,19144.0
20,201814103731,2018-12-09 23:00:00+00:00,POINT (2693067.887548598 267417.4483808962),1,500 BLOCK E PENN ST,East Germantown,14.0,White,Male,408322800.0,firearm,2018,19144.0
24,201818078141,2018-12-09 20:00:00+00:00,POINT (2681101.753844323 232334.682569587),0,4600 BLOCK LINMORE AVE,Southwest Schuylkill,18.0,Black,Male,408312000.0,firearm,2018,19143.0
25,201812086651,2018-12-09 19:00:00+00:00,POINT (2675595.074074229 227351.9657535962),0,6000 BLOCK WOODLAND AVE,Paschall,12.0,Black,Male,408308400.0,firearm,2018,19142.0
30,201815109562,2018-12-06 20:00:00+00:00,POINT (2715673.30529149 262801.0630956902),1,5100 BLOCK SAUL ST,Frankford,15.0,White,Male,408052800.0,firearm,2018,19124.0
31,201815109503,2018-12-06 20:00:00+00:00,POINT (2715673.30529149 262801.0630956902),0,5100 BLOCK SAUL ST,Frankford,15.0,Black,Male,408052800.0,firearm,2018,19124.0
31,201825095390,2018-12-05 19:00:00+00:00,POINT (2702124.013339243 251778.4968912214),1,2900 BLOCK N HOWARD ST,McGuire,25.0,White,Male,407962800.0,firearm,2018,19133.0
25,201824104103,2018-12-05 15:00:00+00:00,POINT (2709668.147683172 256426.7883946611),0,3900 BLOCK HOWLAND ST,Juniata Park,24.0,Black,Female,407948400.0,firearm,2018,19124.0
27,201826051331,2018-12-04 15:00:00+00:00,POINT (2699531.862032646 250097.9907567207),0,2500 BLOCK N 05TH ST,West Kensington,26.0,Black,Male,407862000.0,firearm,2018,19133.0
38,201824107154,2018-12-04 12:00:00+00:00,POINT (2702408.701739769 251533.8708811051),1,100 BLOCK E CAMBRIA ST,McGuire,24.0,White,Male,407851200.0,firearm,2018,19134.0
26,201808039554,2018-12-04 01:00:00+00:00,POINT (2732933.104947232 268843.8710053645),0,4600 BLOCK KRAYDOR ST,Holmesburg,8.0,Black,Male,407811600.0,knife,2018,19136.0
19,201815108531,2018-12-03 21:00:00+00:00,POINT (2717315.792179486 260111.1729506687),0,1800 BLOCK HARRISON ST,Frankford,15.0,Black,Male,407797200.0,firearm,2018,19124.0
24,201812085266,2018-12-03 17:00:00+00:00,POINT (2674755.178501972 228576.8762038427),0,6000 BLOCK REGENT ST,Kingsessing,12.0,Black,Male,407782800.0,firearm,2018,19142.0
32,201824106678,2018-12-02 16:00:00+00:00,POINT (2711099.379091935 256834.1350180292),0,4000 BLOCK CASTOR AVE,Juniata Park,24.0,Black,Male,407692800.0,firearm,2018,19124.0
57,201839086971,2018-12-01 19:00:00+00:00,POINT (2693620.05931738 256709.3543142929),0,1900 BLOCK W VENANGO ST,Tioga,39.0,Black,Male,407617200.0,knife,2018,19140.0
92,201839086970,2018-12-01 19:00:00+00:00,POINT (2693620.05931738 256709.3543142929),0,1900 BLOCK W VENANGO ST,Tioga,39.0,Black,Male,407617200.0,knife,2018,19140.0
60,201839085806,2018-12-01 19:00:00+00:00,POINT (2693620.05931738 256709.3543142929),0,1900 BLOCK W VENANGO ST,Tioga,39.0,Black,Female,407617200.0,knife,2018,19140.0
37,201815107834,2018-11-30 23:00:00+00:00,POINT (2720459.656249182 263610.2537951442),1,4000 BLOCK HIGBEE ST,Wissinoming,15.0,White,Male,407545200.0,knife,2018,19135.0
23,201822095577,2018-11-29 23:00:00+00:00,POINT (2693411.956059339 250760.1861997904),0,2500 BLOCK N GRATZ ST,Stanton,22.0,Black,Male,407458800.0,firearm,2018,19132.0
22,201818075922,2018-11-29 14:00:00+00:00,POINT (2674277.665534072 235132.9389512723),0,5400 BLOCK CEDAR AVE,Cobbs Creek,18.0,Black,Male,407426400.0,firearm,2018,19143.0
36,201822095527,2018-11-28 18:00:00+00:00,POINT (2689894.894576832 250402.9712339664),0,N 26TH ST / W YORK ST,Strawberry Mansion,22.0,Black,Male,407354400.0,firearm,2018,19132.0
32,201835100717,2018-11-28 12:00:00+00:00,POINT (2697774.415130834 272161.7576287692),0,1500 BLOCK CHELTEN AVE,West Oak Lane,35.0,Black,Male,407332800.0,firearm,2018,19126.0
27,201824103916,2018-11-21 19:00:00+00:00,POINT (2705705.809422202 251338.2453427011),1,2900 BLOCK RUTH ST,Richmond,24.0,White,Male,406753200.0,firearm,2018,19134.0
58,201825091822,2018-11-20 23:00:00+00:00,POINT (2699817.195531203 251939.8047825728),1,2900 BLOCK N 05TH ST 1,Fairhill,25.0,White,Female,406681200.0,firearm,2018,19133.0
17,201812082408,2018-11-19 22:00:00+00:00,POINT (2676258.780927584 233895.1785811542),0,5100 BLOCK MALCOLM ST,Cedar Park,12.0,Black,Female,406591200.0,firearm,2018,19143.0
28,201812082407,2018-11-19 22:00:00+00:00,POINT (2676258.780927584 233895.1785811542),0,5100 BLOCK MALCOLM ST,Cedar Park,12.0,Black,Male,406591200.0,firearm,2018,19143.0
20,201812082406,2018-11-19 22:00:00+00:00,POINT (2676258.780927584 233895.1785811542),0,5100 BLOCK MALCOLM ST,Cedar Park,12.0,Black,Female,406591200.0,firearm,2018,19143.0
31,201812082389,2018-11-19 22:00:00+00:00,POINT (2676258.780927584 233895.1785811542),0,5100 BLOCK MALCOLM ST,Cedar Park,12.0,Black,Male,406591200.0,firearm,2018,19143.0
23,201812082135,2018-11-18 07:00:00+00:00,POINT (2673608.935017872 224747.9689401663),1,2300 BLOCK S 67TH ST,Paschall,12.0,White,Male,406450800.0,knife,2018,19142.0
49,201825090871,2018-11-17 12:00:00+00:00,POINT (2700386.021380954 252369.7019269795),0,400 BLOCK W INDIANA AVE,Fairhill,25.0,Black,Male,406382400.0,firearm,2018,19133.0
20,201835097685,2018-11-17 10:00:00+00:00,POINT (2695488.035587769 273850.1548575021),0,6600 BLOCK LIMEKILN PIKE,West Oak Lane,35.0,Black,Male,406375200.0,knife,2018,19138.0
20,201824102482,2018-11-17 07:00:00+00:00,POINT (2709718.893603379 256798.8021024836),1,3900 BLOCK HOWLAND ST,Juniata Park,24.0,White,Male,406364400.0,firearm,2018,19124.0
32,201825090451,2018-11-15 17:00:00+00:00,POINT (2706483.838756016 253022.7624347887),0,700 BLOCK E MADISON ST,Upper Kensington,25.0,Black,Male,406227600.0,firearm,2018,19134.0
27,201835096755,2018-11-15 10:00:00+00:00,POINT (2694696.079939248 270233.1656586311),0,6000 BLOCK N 21ST ST,Ogontz,35.0,Black,Male,406202400.0,firearm,2018,19138.0
29,201819092072,2018-11-14 04:00:00+00:00,POINT (2671017.421516191 240755.6840270522),0,200 BLOCK HORTON ST,Haddington,19.0,Black,Male,406094400.0,firearm,2018,19139.0
34,201818072636,2018-11-13 23:00:00+00:00,POINT (2669556.75600152 234070.0120026437),0,6200 BLOCK WASHINGTON AVE,Cobbs Creek,18.0,Black,Male,406076400.0,firearm,2018,19143.0
34,200717020939,2018-11-13 22:00:00+00:00,POINT (2689362.74236704 230012.9118890563),0,1200 BLOCK S 21ST ST,Point Breeze,17.0,Black,Male,406072800.0,firearm,2018,19146.0
25,201815101643,2018-11-13 17:00:00+00:00,POINT (2730689.373513419 266513.8554901888),0,4700 BLOCK MERIDIAN ST,Holmesburg,15.0,Black,Male,406054800.0,firearm,2018,19136.0
28,201826048783,2018-11-10 20:00:00+00:00,POINT (2699560.491034223 247327.2077288853),1,400 BLOCK DIAMOND ST,West Kensington,26.0,White,Female,405806400.0,firearm,2018,19122.0
23,201818071217,2018-11-10 19:00:00+00:00,POINT (2670702.792673706 238836.4509663775),0,6100 BLOCK LUDLOW ST,Cobbs Creek,18.0,Black,Male,405802800.0,firearm,2018,19139.0
29,201825086757,2018-11-09 22:00:00+00:00,POINT (2701198.182521224 251731.1630324644),1,200 BLOCK W CAMBRIA ST,McGuire,25.0,White,Male,405727200.0,firearm,2018,19133.0
41,201814094898,2018-11-09 21:00:00+00:00,POINT (2692612.382974009 264323.4347110767),0,0 BLOCK E GARFIELD ST,Wister,14.0,Black,Male,405723600.0,hands,2018,19144.0
15,201817046213,2018-11-08 20:00:00+00:00,POINT (2692149.015575087 229880.2906158421),0,1200 BLOCK S 15TH ST,Point Breeze,17.0,Black,Male,405633600.0,firearm,2018,19146.0
32,201825088335,2018-11-07 17:00:00+00:00,POINT (2702458.105250522 254268.4830890594),0,3300 BLOCK N HOWARD ST,Upper Kensington,25.0,Black,Male,405536400.0,firearm,2018,19140.0
18,201822089378,2018-11-05 10:00:00+00:00,POINT (2688772.225301727 249410.6761941238),0,2800 BLOCK W SUSQUEHANNA AVE,Strawberry Mansion,22.0,Black,Male,405338400.0,firearm,2018,19121.0
67,201839079307,2018-11-05 08:00:00+00:00,POINT (2695217.292225199 252088.2818389016),0,1400 BLOCK W GLENWOOD AVESOMERSET ST,Hartranft,39.0,Black,Male,405331200.0,knife,2018,19132.0
30,201812079474,2018-11-04 19:00:00+00:00,POINT (2675601.19868665 223417.2188846415),0,6600 BLOCK DICKS AVE,Elmwood,12.0,Black,Male,405284400.0,hands,2018,19142.0
34,201819089526,2018-11-03 21:00:00+00:00,POINT (2672631.666366508 243036.9199252812),0,5800 BLOCK MASTER ST,Carroll Park,19.0,Black,Male,405205200.0,firearm,2018,19131.0
23,201822088658,2018-11-03 04:00:00+00:00,POINT (2690255.042360281 246402.241102407),0,2400 BLOCK CECIL B MOORE AVE,North Central,22.0,Black,Male,405144000.0,firearm,2018,19121.0
18,201814093071,2018-10-31 22:00:00+00:00,POINT (2692089.626540198 269930.709212236),0,700 BLOCK E CHELTEN AVE,East Germantown,14.0,Black,Male,404949600.0,firearm,2018,19144.0
54,201815098642,2018-10-31 11:00:00+00:00,POINT (2729729.009122869 266778.1722643807),1,4500 BLOCK OAKMONT ST,Holmesburg,15.0,White,Male,404910000.0,firearm,2018,19136.0
29,201819088175,2018-10-29 19:00:00+00:00,POINT (2673510.586438115 247343.627653598),0,5400 BLOCK EUCLID ST,Wynnefield,19.0,Black,Male,404766000.0,firearm,2018,19131.0
20,201835091598,2018-10-29 18:00:00+00:00,POINT (2698666.852903211 262651.22011807),0,4700 BLOCK N 11TH ST,Logan,35.0,Black,Male,404762400.0,firearm,2018,19141.0
24,201822087255,2018-10-29 18:00:00+00:00,POINT (2696289.542653713 250954.5233155378),0,1200 BLOCK W TUCKER ST,Hartranft,22.0,Black,Male,404762400.0,firearm,2018,19133.0
56,201839076175,2018-10-24 22:00:00+00:00,POINT (2691206.067696896 262091.7773121814),0,300 BLOCK W SEYMOUR ST,Southwest Germantown,39.0,Black,Male,404344800.0,firearm,2018,19144.0
24,201826046363,2018-10-24 20:00:00+00:00,POINT (2701032.21094027 249671.4387375327),1,2500 BLOCK N 02ND ST,West Kensington,26.0,White,Male,404337600.0,firearm,2018,19133.0
48,201822084474,2018-10-24 20:00:00+00:00,POINT (2693846.861072819 250639.507983012),0,2500 BLOCK N BOUVIER ST,Stanton,22.0,Black,Male,404337600.0,hands,2018,19132.0
19,201825083987,2018-10-23 08:00:00+00:00,POINT (2702410.93290153 251694.5173511275),1,100 BLOCK W GURNEY ST,McGuire,25.0,White,Male,404208000.0,firearm,2018,19133.0
39,201814089670,2018-10-19 19:00:00+00:00,POINT (2689527.719810359 281320.3398941586),0,8200 BLOCK FAYETTE ST,Cedarbrook,14.0,Black,Male,403902000.0,firearm,2018,19150.0
1,201835087526,2018-10-17 23:00:00+00:00,POINT (2696370.668161283 267781.7014913172),0,5600 BLOCK OGONTZ AVE,Logan,35.0,Black,Female,403743600.0,hands,2018,19141.0
28,201806045689,2018-10-17 02:00:00+00:00,POINT (2695292.723381401 237346.3064278414),0,1000 BLOCK RACE ST,Chinatown,6.0,White,Male,403668000.0,knife,2018,19107.0
19,201819084399,2018-10-16 22:00:00+00:00,POINT (2671783.844675373 239011.5413199695),0,6000 BLOCK MARKET ST,Haddington,19.0,Black,Male,403653600.0,firearm,2018,19139.0
31,201815093657,2018-10-15 21:00:00+00:00,POINT (2714699.385399559 259524.4803225668),0,4600 BLOCK FRANKFORD AVE,Frankford,15.0,Black,Male,403563600.0,firearm,2018,19124.0
35,201835087293,2018-10-15 12:00:00+00:00,POINT (2697188.527869195 269080.2123616551),0,5800 BLOCK N 16TH ST,Ogontz,35.0,Black,Male,403531200.0,firearm,2018,19141.0
32,201825081706,2018-10-14 23:00:00+00:00,POINT (2706025.210592247 261359.3030560386),1,4700 BLOCK D ST,Feltonville,25.0,White,Male,403484400.0,firearm,2018,19120.0
20,201835085320,2018-10-12 23:00:00+00:00,POINT (2699127.041027442 269261.5571373468),0,5900 BLOCK N PARK AVE,Fern Rock,35.0,Black,Male,403311600.0,firearm,2018,19141.0
20,201835085358,2018-10-09 02:00:00+00:00,POINT (2705981.865541022 264629.7121667482),0,5200 BLOCK WESTFORD RD,Olney,35.0,White,Female,402976800.0,firearm,2018,19120.0
26,201825080072,2018-10-09 00:00:00+00:00,POINT (2697559.511260746 255083.547325462),1,1100 BLOCK W ONTARIO ST,Franklinville,25.0,White,Male,402969600.0,firearm,2018,19140.0
48,201805019455,2018-10-08 04:00:00+00:00,POINT (2672472.629579278 270401.7092860379),0,7300 BLOCK RIDGE AVE,Dearnley Park,5.0,White,Male,402897600.0,knife,2018,19128.0
20,201826043536,2018-10-06 19:00:00+00:00,POINT (2697486.098285823 250155.9076100707),0,900 BLOCK W CUMBERLAND ST,Hartranft,26.0,Black,Male,402778800.0,firearm,2018,19133.0
15,201801037614,2018-10-04 20:00:00+00:00,POINT (2686509.598596386 224758.9815747886),0,2400 BLOCK W PASSYUNK AVE,Industrial,1.0,Black,Male,402609600.0,firearm,2018,19145.0
35,201802053443,2018-10-03 22:00:00+00:00,POINT (2714851.006399138 281362.2242437558),0,7900 BLOCK RIDGEWAY ST,Fox Chase,2.0,Black,Male,402530400.0,firearm,2018,19111.0
20,201814084703,2018-10-03 15:00:00+00:00,POINT (2692136.192266087 264458.6847810131),0,5100 BLOCK GERMANTOWN AV WISTER ST,Southwest Germantown,39.0,Black,Male,402505200.0,firearm,2018,19144.0
1,201612045631,2018-10-03 09:00:00+00:00,POINT (2673430.305886111 224685.8381084925),0,2200 BLOCK BONNAFFON ST,Paschall,12.0,Black,Male,402483600.0,hands,2018,19142.0
26,201812066158,2018-10-02 11:00:00+00:00,POINT (2672570.496877732 224093.8102551727),0,2200 BLOCK S 69TH ST,Paschall,12.0,Black,Male,402404400.0,firearm,2018,19142.0
44,201812071552,2018-10-01 18:00:00+00:00,POINT (2676494.040210712 233046.6240426464),0,900 BLOCK S 52ND ST,Kingsessing,12.0,Black,Male,402343200.0,firearm,2018,19143.0
34,201812071152,2018-09-30 23:00:00+00:00,POINT (2669669.834019683 214834.857863856),0,8400 BLOCK MADISON PL,Eastwick,12.0,Black,Male,402274800.0,firearm,2018,19153.0
22,201816043182,2018-09-29 21:00:00+00:00,POINT (2676807.083486038 240022.6060754967),0,5100 BLOCK HAVERFORD AVE,Dunlap,16.0,White,Female,402181200.0,firearm,2018,19139.0
23,201815088569,2018-09-29 13:00:00+00:00,POINT (2717723.227149814 261772.2187067535),1,5200 BLOCK HAWTHORNE ST,Frankford,15.0,White,Male,402152400.0,knife,2018,19124.0
24,201816043181,2018-09-28 21:00:00+00:00,POINT (2676807.083486038 240022.6060754967),0,5100 BLOCK HAVERFORD AVE,Dunlap,16.0,Black,Male,402094800.0,firearm,2018,19139.0
18,201819079289,2018-09-27 10:00:00+00:00,POINT (2672676.521273715 239897.4072707932),0,100 BLOCK N HOBART ST,Haddington,19.0,Black,Male,401968800.0,firearm,2018,19139.0
29,201818061860,2018-09-26 22:00:00+00:00,POINT (2671546.167310297 237043.7653272818),0,200 BLOCK S 60TH ST,Cobbs Creek,18.0,Black,Female,401925600.0,firearm,2018,19139.0
19,201835081083,2018-09-25 15:00:00+00:00,POINT (2697534.979135771 272164.2119813935),0,1600 BLOCK CHELTEN AVE,West Oak Lane,35.0,Black,Male,401814000.0,firearm,2018,19141.0
30,201825075320,2018-09-23 01:00:00+00:00,POINT (2698190.532509178 252452.3568262097),1,800 BLOCK W STELLA ST,Hartranft,25.0,White,Male,401590800.0,firearm,2018,19133.0
41,201835080001,2018-09-22 01:00:00+00:00,POINT (2694448.905101628 268937.6472418078),0,5700 BLOCK N BEECHWOOD ST,Ogontz,35.0,Black,Male,401504400.0,firearm,2018,19138.0
32,201835079481,2018-09-20 15:00:00+00:00,POINT (2698502.463108392 267781.8178787341),0,5600 BLOCK N 13TH ST,Fern Rock,35.0,Black,Male,401382000.0,firearm,2018,19141.0
53,201825073687,2018-09-18 08:00:00+00:00,POINT (2706739.095517362 262377.3925268823),1,4800 BLOCK BINGHAM ST,Feltonville,25.0,White,Male,401184000.0,firearm,2018,19120.0
23,201822074383,2018-09-17 20:00:00+00:00,POINT (2696200.477497369 248977.7828393789),0,1200 BLOCK W DAUPHIN ST,Hartranft,22.0,Black,Male,401140800.0,firearm,2018,19133.0
27,201815084502,2018-09-17 18:00:00+00:00,POINT (2717202.639353575 261080.7789262223),0,5000 BLOCK HAWTHORNE ST,Frankford,15.0,Black,Male,401133600.0,firearm,2018,19124.0
17,201818059364,2018-09-16 17:00:00+00:00,POINT (2673282.198529618 237419.8115625466),0,200 BLOCK S 57TH ST,Cobbs Creek,18.0,Black,Male,401043600.0,firearm,2018,19139.0
32,201822073445,2018-09-15 01:00:00+00:00,POINT (2688466.350402234 248356.6668063566),0,2800 BLOCK RIDGE AVE,Strawberry Mansion,22.0,Black,Male,400899600.0,firearm,2018,19121.0
32,201822073145,2018-09-14 11:00:00+00:00,POINT (2694311.010285127 250937.4564874553),0,2600 BLOCK N CHADWICK ST,Stanton,22.0,Black,Male,400849200.0,firearm,2018,19132.0
49,201819074893,2018-09-13 22:00:00+00:00,POINT (2671100.659401353 243947.6712618103),0,7500 BLOCK WOODBINE AV,Carroll Park,19.0,Black,Male,400802400.0,firearm,2018,19151.0
29,201835077545,2018-09-13 21:00:00+00:00,POINT (2695701.100918717 262130.8311396664),0,1700 BLOCK W COURTLAND ST,Logan,35.0,Black,Male,400798800.0,firearm,2018,19140.0
30,201818057860,2018-09-13 15:00:00+00:00,POINT (2674303.262271726 236077.3983268098),0,5400 BLOCK OSAGE AVE,Cobbs Creek,18.0,Black,Male,400777200.0,hands,2018,19143.0
21,201835077116,2018-09-12 12:00:00+00:00,POINT (2706335.719661585 264177.6329693074),0,5100 BLOCK D ST,Olney,35.0,Black,Male,400680000.0,firearm,2018,19120.0
40,201124001184,2018-09-11 19:00:00+00:00,POINT (2705961.446933277 250133.6079687715),0,2900 BLOCK ORLEANS ST,Richmond,24.0,White,Male,400618800.0,firearm,2018,19134.0
19,201815082835,2018-09-11 18:00:00+00:00,POINT (2713842.323493083 258020.1438139866),0,4200 BLOCK FRANKFORD AVE,Frankford,15.0,Black,Male,400615200.0,firearm,2018,19124.0
43,201819074271,2018-09-10 21:00:00+00:00,POINT (2671523.286760777 239556.911808905),0,0 BLOCK N MILLICK ST,Haddington,19.0,Black,Male,400539600.0,firearm,2018,19139.0
19,201814075468,2018-09-10 19:00:00+00:00,POINT (2687200.518139976 268769.5579084288),0,6300 BLOCK CHEROKEE ST,West Central Germantown,14.0,Black,Female,400532400.0,firearm,2018,19144.0
35,201822071941,2018-09-10 15:00:00+00:00,POINT (2694397.590114954 250401.6548907728),0,2500 BLOCK N BANCROFT ST,Stanton,22.0,Black,Male,400518000.0,firearm,2018,19132.0
35,201802048541,2018-09-08 09:00:00+00:00,POINT (2721096.180126786 275713.5887861565),0,1900 BLOCK HARTEL,Rhawnhurst,2.0,Black,Male,400323600.0,firearm,2018,19111.0
19,201814075813,2018-09-06 21:00:00+00:00,POINT (2687540.35908357 272603.9546651285),0,200 BLOCK MONTANA ST,East Mount Airy,14.0,Black,Male,400194000.0,firearm,2018,19119.0
30,201825069962,2018-09-05 01:00:00+00:00,POINT (2697389.243849141 260249.8842352659),0,4300 BLOCK OLD YORK RD,Hunting Park,25.0,Black,Male,400035600.0,firearm,2018,19140.0
38,201814072478,2018-09-04 18:00:00+00:00,POINT (2688152.917747723 270476.3260548078),0,6300 BLOCK MORTON ST,East Mount Airy,14.0,Black,Male,400010400.0,firearm,2018,19144.0
37,201839061616,2018-09-01 22:00:00+00:00,POINT (2693050.540948654 262703.1925698705),0,100 BLOCK W ABBOTTSFORD AVE,Southwest Germantown,39.0,Black,Male,399765600.0,firearm,2018,19144.0
36,201824077166,2018-09-01 15:00:00+00:00,POINT (2707031.040168723 251822.1014111753),0,3100 BLOCK JASPER ST,Richmond,24.0,Black,Male,399740400.0,firearm,2018,19134.0
45,201819071587,2018-09-01 06:00:00+00:00,POINT (2665468.398307765 243768.5133604526),0,7400 BLOCK HAVERFORD AVE,Overbrook,19.0,Black,Male,399708000.0,firearm,2018,19151.0
55,201825067718,2018-08-28 03:00:00+00:00,POINT (2699847.658879819 256445.8404662886),0,600 BLOCK W ERIE AVE,Franklinville,25.0,Black,Male,399351600.0,firearm,2018,19140.0
20,201824075597,2018-08-27 23:00:00+00:00,POINT (2709940.727965428 256713.7447848185),1,3900 BLOCK L ST,Juniata Park,24.0,White,Male,399337200.0,firearm,2018,19124.0
32,201805016312,2018-08-27 10:00:00+00:00,POINT (2672684.580924533 272039.9751118225),0,7700 BLOCK MATTHIAS ST,Upper Roxborough,5.0,Black,Male,399290400.0,firearm,2018,19128.0
30,201816038226,2018-08-27 06:00:00+00:00,POINT (2680040.009231978 243951.1017107235),1,4200 BLOCK W THOMPSON ST,East Parkside,16.0,White,Female,399276000.0,knife,2018,19104.0
34,201824075185,2018-08-26 17:00:00+00:00,POINT (2707574.76873943 260521.9094445912),0,700 BLOCK E COURTLAND ST,Juniata Park,24.0,Black,Male,399229200.0,firearm,2018,19120.0
32,201839059437,2018-08-24 20:00:00+00:00,POINT (2693884.993913275 255350.3628764862),0,3300 BLOCK N 19TH ST,Tioga,39.0,Black,Male,399067200.0,firearm,2018,19140.0
35,201815076330,2018-08-23 03:00:00+00:00,POINT (2722614.38124628 259814.8359015854),0,5900 BLOCK KEYSTONE ST,Wissinoming,15.0,Black,Female,398919600.0,firearm,2018,19135.0
38,201824073848,2018-08-22 20:00:00+00:00,POINT (2707243.716633376 253535.6937563623),1,3300 BLOCK H ST,Harrowgate,24.0,White,Male,398894400.0,firearm,2018,19134.0
23,201824073786,2018-08-22 20:00:00+00:00,POINT (2707243.716633376 253535.6937563623),1,3300 BLOCK H ST,Harrowgate,24.0,White,Male,398894400.0,firearm,2018,19134.0
